id,company,title,publish_date,type,open_source,summary,details,url,tags,created_at
rss_https://simonwillison.net/2026/Jun/23/datasette/#atom-everything,Simon Willison,datasette 1.0a35,2026-06-23,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/simonw/datasette/releases/tag/1.0a35"">datasette 1.0a35</a></p>
        <p>I'll write more about this one tomorrow, but it's a big release. Thre",,https://simonwillison.net/2026/Jun/23/datasette/#atom-everything,,2026-06-24 06:02:03
rss_https://deepmind.google/blog/introducing-computer-use-in-gemini-3-5-flash/,Google DeepMind,Introducing computer use in Gemini 3.5 Flash,2026-06-24,其他,否,,,https://deepmind.google/blog/introducing-computer-use-in-gemini-3-5-flash/,,2026-06-25 06:00:44
rss_https://huggingface.co/blog/nvidia/accelerating-fine-tuning-nvidia-nemo-automodel,Hugging Face,Accelerating Transformers Fine-Tuning with NVIDIA NeMo AutoModel,2026-06-24,其他,否,,,https://huggingface.co/blog/nvidia/accelerating-fine-tuning-nvidia-nemo-automodel,,2026-06-25 06:00:45
rss_https://openai.com/index/how-agents-are-transforming-work,OpenAI,How agents are transforming work,2026-06-25,其他,否,"A new OpenAI research paper shows how AI agents are transforming work, enabling longer, more complex tasks and expanding productivity across roles.",,https://openai.com/index/how-agents-are-transforming-work,,2026-06-26 06:04:00
rss_https://huggingface.co/blog/allenai/hybrid-token-prediction,Hugging Face,Which tokens does a hybrid model predict better?,2026-06-25,其他,否,,,https://huggingface.co/blog/allenai/hybrid-token-prediction,,2026-06-26 06:04:02
rss_https://simonwillison.net/2026/Jun/25/datasette-export-database/#atom-everything,Simon Willison,datasette-export-database 0.3a2,2026-06-25,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/datasette/datasette-export-database/releases/tag/0.3a2"">datasette-export-database 0.3a2</a></p>
        <p>An embarrassingly tiny release. The ",,https://simonwillison.net/2026/Jun/25/datasette-export-database/#atom-everything,,2026-06-26 06:04:03
rss_https://openai.com/index/previewing-gpt-5-6-sol,OpenAI,Previewing GPT-5.6 Sol: a next-generation model,2026-06-26,其他,否,"OpenAI previews GPT-5.6 Sol, a next-generation model with stronger capabilities in coding, science, and cybersecurity, paired with its most advanced safety stack.",,https://openai.com/index/previewing-gpt-5-6-sol,,2026-06-27 05:49:01
rss_https://openai.com/index/hp-frontier-partnership,OpenAI,HP Inc. launches Frontier strategic partnership with OpenAI,2026-06-28,其他,否,"HP Inc. scales its OpenAI Frontier partnership to deploy AI across customer experiences, software development, and enterprise operations.",,https://openai.com/index/hp-frontier-partnership,,2026-06-29 06:31:27
rss_https://simonwillison.net/2026/Jun/29/ornith/#atom-everything,Simon Willison,Ornith-1.0: Self-Scaffolding LLMs for Agentic Coding,2026-06-29,其他,否,"<p><strong><a href=""https://deep-reinforce.com/ornith_1_0.html"">Ornith-1.0: Self-Scaffolding LLMs for Agentic Coding</a></strong></p>
This is an interesting new open weights (MIT licensed) model, the ",,https://simonwillison.net/2026/Jun/29/ornith/#atom-everything,,2026-06-30 06:05:07
rss_https://openai.com/index/how-chatgpt-adoption-has-expanded,OpenAI,How ChatGPT adoption has expanded,2026-06-30,其他,否,"New OpenAI Signals data shows how ChatGPT adoption is growing globally, with users increasing usage, exploring more capabilities, and driving growth across regions and languages.",,https://openai.com/index/how-chatgpt-adoption-has-expanded,,2026-07-01 06:20:22
rss_https://deepmind.google/blog/start-building-with-nano-banana-2-lite-and-gemini-omni-flash/,Google DeepMind,Start building with Nano Banana 2 Lite and Gemini Omni Flash,2026-06-30,其他,否,,,https://deepmind.google/blog/start-building-with-nano-banana-2-lite-and-gemini-omni-flash/,,2026-07-01 06:20:23
rss_https://huggingface.co/blog/ibm-research/scarfbench,Hugging Face,ScarfBench: Benchmarking AI Agents for Enterprise Java Framework Migration,2026-06-30,其他,否,,,https://huggingface.co/blog/ibm-research/scarfbench,,2026-07-01 06:20:25
rss_https://huggingface.co/blog/eee-community-evals,Hugging Face,Featuring Every Eval Ever Results on Hugging Face Model Pages,2026-06-30,其他,否,,,https://huggingface.co/blog/eee-community-evals,,2026-07-01 06:20:25
rss_https://www.microsoft.com/en-us/research/?p=1176927,Microsoft Research,SkillOpt: Agent skills as trainable parameters,2026-06-30,其他,否,"<p>AI agents often fail because their instructions, or skills, are manually modified with no guarantee of improvement. Learn how SkillOpt turns skill editing into a training process, making agent beha",,https://www.microsoft.com/en-us/research/blog/skillopt-agent-skills-as-trainable-parameters/,,2026-07-01 06:20:26
rss_https://simonwillison.net/2026/Jun/30/claude-sonnet-5/#atom-everything,Simon Willison,What's new in Claude Sonnet 5,2026-06-30,其他,否,"<p><strong><a href=""https://platform.claude.com/docs/en/about-claude/models/whats-new-sonnet-5"">What&#x27;s new in Claude Sonnet 5</a></strong></p>
Claude Sonnet 5 came out <a href=""https://www.anthro",,https://simonwillison.net/2026/Jun/30/claude-sonnet-5/#atom-everything,,2026-07-01 06:20:27
rss_https://simonwillison.net/2026/Jun/30/shot-scraper-video/#atom-everything,Simon Willison,Have your agent record video demos of its work with shot-scraper video,2026-06-30,其他,否,"<p><a href=""https://shot-scraper.datasette.io/en/stable/video.html"">shot-scraper video</a> is a new command introduced in today's <a href=""https://github.com/simonw/shot-scraper/releases/tag/1.10"">sho",,https://simonwillison.net/2026/Jun/30/shot-scraper-video/#atom-everything,,2026-07-01 06:20:27
rss_https://simonwillison.net/2026/Jul/2/llm-coding-agent/#atom-everything,Simon Willison,llm-coding-agent 0.1a0,2026-07-02,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/simonw/llm-coding-agent/releases/tag/0.1a0"">llm-coding-agent 0.1a0</a></p>
        <p>Another Fable 5 experiment. Now that my <a href=""https://",,https://simonwillison.net/2026/Jul/2/llm-coding-agent/#atom-everything,,2026-07-03 05:46:25
rss_https://simonwillison.net/2026/Jul/2/dspy-datasette-agent-prompts/#atom-everything,Simon Willison,Using DSPy to evaluate and improve Datasette Agent's SQL system prompts,2026-07-02,其他,否,"<p><strong>Research:</strong> <a href=""https://github.com/simonw/research/tree/main/dspy-datasette-agent-prompts#readme"">Using DSPy to evaluate and improve Datasette Agent&#x27;s SQL system prompts</a",,https://simonwillison.net/2026/Jul/2/dspy-datasette-agent-prompts/#atom-everything,,2026-07-03 05:46:25
rss_https://deepmind.google/blog/google-deepmind-and-a24-announce-first-of-its-kind-research-partnership/,Google DeepMind,Google DeepMind and A24 announce first-of-its-kind research partnership,2026-07-03,其他,否,,,https://deepmind.google/blog/google-deepmind-and-a24-announce-first-of-its-kind-research-partnership/,,2026-07-04 05:40:23
rss_https://simonwillison.net/2026/Jul/3/open-source-ai-gap-map/#atom-everything,Simon Willison,Open Source AI Gap Map,2026-07-03,其他,否,"<p><strong><a href=""https://map.currentai.org"">Open Source AI Gap Map</a></strong></p>
<a href=""https://www.currentai.org"">Current AI</a> is ""a global partnership building a public option for AI"", fou",,https://simonwillison.net/2026/Jul/3/open-source-ai-gap-map/#atom-everything,,2026-07-04 05:40:26
rss_https://simonwillison.net/2026/Jul/5/sqlite-utils-fable/#atom-everything,Simon Willison,"sqlite-utils 4.0rc2, mostly written by Claude Fable (for about $149.25)",2026-07-05,其他,否,"<p>I wrote about the <a href=""https://simonwillison.net/2026/Jun/21/sqlite-utils-40rc1/"">sqlite-utils 4.0rc1</a> release a couple of weeks ago. Since we only have Claude Fable on our Max subscriptions",,https://simonwillison.net/2026/Jul/5/sqlite-utils-fable/#atom-everything,,2026-07-05 05:58:28
rss_https://simonwillison.net/2026/Jul/4/better-models-worse-tools/#atom-everything,Simon Willison,Better Models: Worse Tools,2026-07-04,其他,否,"<p><strong><a href=""https://lucumr.pocoo.org/2026/7/4/better-models-worse-tools/"">Better Models: Worse Tools</a></strong></p>
Armin reports on a weird problem he ran into while hacking on Pi:</p>
<blo",,https://simonwillison.net/2026/Jul/4/better-models-worse-tools/#atom-everything,,2026-07-05 05:58:28
rss_https://openai.com/index/australian-payments-plus,OpenAI,Australian Payments Plus moves faster with ChatGPT and Codex,2026-07-07,其他,否,"See how Australian Payments Plus uses ChatGPT Enterprise and Codex to move faster through payments complexity. AP+ saves time, improves quality, and keeps human judgment central.",,https://openai.com/index/australian-payments-plus,,2026-07-08 05:02:10
rss_https://blog.google/innovation-and-ai/technology/developers-tools/expanding-managed-agents-gemini-api/,Google AI,"Expanding Managed Agents in Gemini API:  background tasks, remote MCP and more",2026-07-07,其他,否,Managed agents feature bundle launch,,https://blog.google/innovation-and-ai/technology/developers-tools/expanding-managed-agents-gemini-api/,,2026-07-08 05:02:10
rss_https://huggingface.co/blog/microsoft/foundry-managed-compute,Hugging Face,Hugging Face Models on Foundry Managed Compute,2026-07-07,其他,否,,,https://huggingface.co/blog/microsoft/foundry-managed-compute,,2026-07-08 05:02:12
rss_https://openai.com/index/introducing-gpt-live,OpenAI,Introducing GPT-Live,2026-07-08,其他,否,"A new generation of voice models for natural human-AI interaction, now powering ChatGPT Voice.",,https://openai.com/index/introducing-gpt-live,,2026-07-09 06:03:09
rss_https://huggingface.co/blog/nvidia/open-data-for-agents,Hugging Face,Data for Agents,2026-07-08,其他,否,,,https://huggingface.co/blog/nvidia/open-data-for-agents,,2026-07-09 06:03:11
rss_https://huggingface.co/blog/native-speed-vllm-transformers-backend,Hugging Face,Native-speed vLLM transformers modeling backend,2026-07-08,其他,否,,,https://huggingface.co/blog/native-speed-vllm-transformers-backend,,2026-07-09 06:03:11
rss_https://simonwillison.net/2026/Jul/8/introducing-gptlive/#atom-everything,Simon Willison,Introducing GPT‑Live,2026-07-08,其他,否,"<p><strong><a href=""https://openai.com/index/introducing-gpt-live/"">Introducing GPT‑Live</a></strong></p>
OpenAI <em>finally</em> upgraded the model used by ChatGPT voice mode!</p>
<p>I've had preview",,https://simonwillison.net/2026/Jul/8/introducing-gptlive/#atom-everything,,2026-07-09 06:03:12
rss_https://openai.com/index/gpt-5-6-preferred-model-microsoft-365-copilot,OpenAI,GPT-5.6 is now the preferred model in Microsoft 365 Copilot,2026-07-09,其他,否,"Learn how GPT-5.6 powers Microsoft 365 Copilot with stronger AI capabilities across Word, Excel, PowerPoint, Chat, and Cowork for faster, higher-quality work.",,https://openai.com/index/gpt-5-6-preferred-model-microsoft-365-copilot,,2026-07-10 05:57:28
rss_https://openai.com/index/chatgpt-for-your-most-ambitious-work,OpenAI,ChatGPT is now a partner for your most ambitious work,2026-07-09,其他,否,"ChatGPT Work is an agent that can take action across your apps and files, stay with a project for hours if needed, and turn a goal into finished work.",,https://openai.com/index/chatgpt-for-your-most-ambitious-work,,2026-07-10 05:57:28
rss_https://openai.com/index/bio-bug-bounty,OpenAI,GPT-5.5 Bio Bug Bounty,2026-07-09,其他,否,Details about the OpenAI Bio Bounty program,,https://openai.com/index/bio-bug-bounty,,2026-07-10 05:57:28
rss_https://openai.com/index/gpt-5-6,OpenAI,GPT-5.6: Frontier intelligence that scales with your ambition,2026-07-09,其他,否,"More intelligence from every token, stronger performance per dollar, and more capability on demand for your hardest work.",,https://openai.com/index/gpt-5-6,,2026-07-10 05:57:28
rss_https://www.microsoft.com/en-us/research/blog/aurora-1-5-extending-open-foundation-models-for-weather-and-earth-system-applications/,Microsoft Research,Aurora 1.5: Extending open foundation models for weather and Earth-system applications,2026-07-09,其他,否,"<p>Aurora 1.5 adds 22 more variables, hourly temporal resolution, and probabilistic ensemble forecasting to the Aurora foundation model, making it more useful for real-world weather, climate, and ener",,https://www.microsoft.com/en-us/research/blog/aurora-1-5-extending-open-foundation-models-for-weather-and-earth-system-applications/,,2026-07-10 05:57:32
rss_https://simonwillison.net/2026/Jul/9/gpt-5-6/#atom-everything,Simon Willison,"The new GPT-5.6 family: Luna, Terra, Sol",2026-07-09,其他,否,"<p>OpenAI's latest flagship model <a href=""https://openai.com/index/gpt-5-6/"">hit general availability this morning</a>, and comes in three sizes: Luna, Terra, and Sol (from smallest to largest).</p>
",,https://simonwillison.net/2026/Jul/9/gpt-5-6/#atom-everything,,2026-07-10 05:57:32
rss_https://openai.com/academy/getting-started,OpenAI,Getting started with ChatGPT,2026-07-10,其他,否,"Learn how to use ChatGPT, start your first conversation, and discover simple ways to write, brainstorm, and solve problems with AI.",,https://openai.com/academy/getting-started,,2026-07-14 04:43:47
rss_https://simonwillison.net/2026/Jul/13/datasette-code-frequency/#atom-everything,Simon Willison,datasette code-frequency chart on GitHub,2026-07-13,其他,否,"<p><strong><a href=""https://github.com/simonw/datasette/graphs/code-frequency"">datasette code-frequency chart on GitHub</a></strong></p>
Out of curiosity I decided to see if I could find a useful illu",,https://simonwillison.net/2026/Jul/13/datasette-code-frequency/#atom-everything,,2026-07-14 04:43:51
rss_https://openai.com/index/managing-ai-investments-in-agentic-era,OpenAI,How to manage AI investments in the agentic era,2026-07-14,其他,否,"Learn how enterprises can manage AI investments in the agentic era by measuring useful work per dollar, improving efficiency, and scaling high-value workflows.",,https://openai.com/index/managing-ai-investments-in-agentic-era,,2026-07-15 04:43:35
rss_https://openai.com/academy/codex-for-work/how-data-science-teams-use-codex,OpenAI,How data science teams use ChatGPT Work,2026-07-14,其他,否,"See how data science teams can use ChatGPT Work to build root-cause briefs, impact readouts, KPI memos, scoped analyses, and dashboard specs from real work inputs.",,https://openai.com/academy/codex-for-work/how-data-science-teams-use-codex,,2026-07-15 04:43:35
rss_https://openai.com/academy/codex-for-work/how-sales-teams-use-codex,OpenAI,How sales teams use ChatGPT Work,2026-07-14,其他,否,"See how sales teams can use ChatGPT Work to create pipeline briefs, meeting prep packets, forecast reviews, account plans, and stalled-deal diagnoses from real work inputs.",,https://openai.com/academy/codex-for-work/how-sales-teams-use-codex,,2026-07-15 04:43:35
rss_https://simonwillison.net/2026/Jul/14/datasette/#atom-everything,Simon Willison,datasette 1.0a37,2026-07-14,其他,否,"<p><strong>Release:</strong> <a href=""https://github.com/simonw/datasette/releases/tag/1.0a37"">datasette 1.0a37</a></p>
        <p>A minor release. Performance and <a href=""https://docs.datasette.io/e",,https://simonwillison.net/2026/Jul/14/datasette/#atom-everything,,2026-07-15 04:43:38
rss_https://openai.com/index/unlocking-self-improvement-gpt-red,OpenAI,GPT-Red: Unlocking Self-Improvement for Robustness,2026-07-15,其他,否,"Explore GPT-Red, OpenAI’s automated red teaming system that uses self-play to improve AI safety, alignment, and prompt injection robustness.",,https://openai.com/index/unlocking-self-improvement-gpt-red,,2026-07-16 04:53:53
rss_https://huggingface.co/blog/allenai/shippy-tech-blog,Hugging Face,What building Shippy taught us about building agents,2026-07-15,其他,否,,,https://huggingface.co/blog/allenai/shippy-tech-blog,,2026-07-16 04:53:55
rss_https://huggingface.co/blog/ibm-research/model-routing-is-simple-until-it-isnt,Hugging Face,Model Routing Is Simple. Until It Isn’t.,2026-07-15,其他,否,,,https://huggingface.co/blog/ibm-research/model-routing-is-simple-until-it-isnt,,2026-07-16 04:53:55
rss_https://simonwillison.net/2026/Jul/15/grok-build/#atom-everything,Simon Willison,"xai-org/grok-build, now open source",2026-07-15,其他,否,"<p><strong><a href=""https://github.com/xai-org/grok-build"">xai-org/grok-build, now open source</a></strong></p>
xAI's <code>grok</code> CLI tool faced severe community backlash yesterday when it becam",,https://simonwillison.net/2026/Jul/15/grok-build/#atom-everything,,2026-07-16 04:53:57
rss_https://simonwillison.net/2026/Jul/15/claude-web-fetch-exfiltration/#atom-everything,Simon Willison,"How I tricked Claude into leaking your deepest, darkest secrets",2026-07-15,其他,否,"<p><strong><a href=""https://www.ayush.digital/blog/the-memory-heist"">How I tricked Claude into leaking your deepest, darkest secrets</a></strong></p>
I've <a href=""https://simonwillison.net/2025/Sep/1",,https://simonwillison.net/2026/Jul/15/claude-web-fetch-exfiltration/#atom-everything,,2026-07-16 04:53:57
rss_https://huggingface.co/blog/nvidia/nemotron-3-embed-wins-rteb,Hugging Face,"NVIDIA Nemotron 3 Embed Ranks #1 Overall on RTEB, Advancing Agentic Retrieval",2026-07-16,其他,否,,,https://huggingface.co/blog/nvidia/nemotron-3-embed-wins-rteb,,2026-07-17 04:56:50
rss_https://huggingface.co/blog/Dharma-AI/newer-models-same-advantages,Hugging Face,"Newer Models, Same Advantage",2026-07-16,其他,否,,,https://huggingface.co/blog/Dharma-AI/newer-models-same-advantages,,2026-07-17 04:56:50
rss_https://simonwillison.net/2026/Jul/16/inkling/#atom-everything,Simon Willison,Inkling: Our open-weights model,2026-07-16,其他,否,"<p><strong><a href=""https://thinkingmachines.ai/news/introducing-inkling/"">Inkling: Our open-weights model</a></strong></p>
Mira Murati's Thinking Machines Lab just released their first open-weights m",,https://simonwillison.net/2026/Jul/16/inkling/#atom-everything,,2026-07-17 04:56:52
rss_https://huggingface.co/blog/nvidia/scale-diffusers-finetuning-nemo-automodel,Hugging Face,Fine-tune video and image models at scale with NVIDIA NeMo Automodel and 🤗 Diffusers,2026-07-17,其他,否,,,https://huggingface.co/blog/nvidia/scale-diffusers-finetuning-nemo-automodel,,2026-07-18 04:41:53
rss_https://simonwillison.net/2026/Jul/19/claude-code-in-bun-in-rust/#atom-everything,Simon Willison,Claude Code uses Bun written in Rust now,2026-07-19,其他,否,"<p>In <a href=""https://bun.com/blog/bun-in-rust"">Rewriting Bun in Rust</a> Jarred Sumner made the following claim:</p>
<blockquote>
<p>Claude Code v2.1.181 (released June 17th) and later use the Rust ",,https://simonwillison.net/2026/Jul/19/claude-code-in-bun-in-rust/#atom-everything,,2026-07-19 05:04:11
rss_https://simonwillison.net/2026/Jul/18/claude-make-fable-5-permanent/#atom-everything,Simon Willison,Claude make Fable 5 permanent,2026-07-18,其他,否,"<p><strong><a href=""https://twitter.com/claudeai/status/2078302415804379218"">Claude make Fable 5 permanent</a></strong></p>
An update from the <code>@claudeai</code> account on Twitter:</p>
<blockquot",,https://simonwillison.net/2026/Jul/18/claude-make-fable-5-permanent/#atom-everything,,2026-07-19 05:04:11
rss_https://openai.com/index/safety-alignment-long-horizon-models,OpenAI,Safety and alignment in an era of long-horizon models,2026-07-20,其他,否,"OpenAI shares lessons from deploying long-running AI models, highlighting new safety risks, observed failures, and improved safeguards through iterative deployment.",,https://openai.com/index/safety-alignment-long-horizon-models,,2026-07-21 05:01:28
rss_https://simonwillison.net/2026/Jul/20/afraid-of-chinese-models/#atom-everything,Simon Willison,Who’s Afraid of Chinese Models?,2026-07-20,其他,否,"<p><strong><a href=""https://stratechery.com/2026/whos-afraid-of-chinese-models/"">Who’s Afraid of Chinese Models?</a></strong></p>
Interesting proposal from Ben Thompson that both addresses the hypocri",,https://simonwillison.net/2026/Jul/20/afraid-of-chinese-models/#atom-everything,,2026-07-21 05:01:31
rss_https://openai.com/index/introducing-chatgpt-small-business-program,OpenAI,Introducing the ChatGPT for small business program,2026-07-21,其他,否,"OpenAI launches the ChatGPT for Small Businesses program, helping entrepreneurs build AI skills, automate work, and grow with ChatGPT Work.",,https://openai.com/index/introducing-chatgpt-small-business-program,,2026-07-22 05:01:18
rss_https://openai.com/index/hugging-face-model-evaluation-security-incident,OpenAI,OpenAI and Hugging Face partner to address security incident during model evaluation,2026-07-21,其他,否,"OpenAI and Hugging Face share early findings from a security incident during AI model evaluation, highlighting advanced cyber capabilities and lessons for defenders.",,https://openai.com/index/hugging-face-model-evaluation-security-incident,,2026-07-22 05:01:18
rss_https://deepmind.google/blog/introducing-gemini-36-flash-35-flash-lite-and-35-flash-cyber/,Google DeepMind,"Introducing Gemini 3.6 Flash, 3.5 Flash-Lite, and 3.5 Flash Cyber",2026-07-21,其他,否,"We’re introducing new Gemini models, including Gemini 3.6 Flash, 3.5 Flash-Lite and 3.5 Flash Cyber.",,https://deepmind.google/blog/introducing-gemini-36-flash-35-flash-lite-and-35-flash-cyber/,,2026-07-22 05:01:18
rss_https://deepmind.google/blog/introducing-gemini-3-5-flash-cyber/,Google DeepMind,Introducing Gemini 3.5 Flash Cyber,2026-07-17,其他,否,"Google introduces Gemini 3.5 Flash Cyber, a lightweight cybersecurity model to find and patch vulnerabilities.",,https://deepmind.google/blog/introducing-gemini-3-5-flash-cyber/,,2026-07-22 05:01:18
rss_https://simonwillison.net/2026/Jul/21/nativ/#atom-everything,Simon Willison,Nativ: Run AI models locally on your Mac,2026-07-21,其他,否,"<p><strong><a href=""https://blaizzy.github.io/nativ/"">Nativ: Run AI models locally on your Mac</a></strong></p>
Prince Canuma is the developer behind the excellent <a href=""https://github.com/Blaizzy/",,https://simonwillison.net/2026/Jul/21/nativ/#atom-everything,,2026-07-22 05:01:21
rss_https://simonwillison.net/2026/Jul/21/cat-and-thariq/#atom-everything,Simon Willison,A Fireside Chat with Cat and Thariq from the Claude Code team,2026-07-21,其他,否,"<p>Earlier this month I hosted a fireside chat session at the <a href=""https://www.ai.engineer/worldsfair/2026"">AI Engineer World's Fair</a> with Cat Wu and Thariq Shihipar from Anthropic's Claude Cod",,https://simonwillison.net/2026/Jul/21/cat-and-thariq/#atom-everything,,2026-07-22 05:01:21
rss_https://openai.com/index/health-in-chatgpt,OpenAI,Launching Health in ChatGPT,2026-07-23,其他,否,Health in ChatGPT now lets eligible U.S. users securely connect medical records and Apple Health to get more personalized insights and better understand their health.,,https://openai.com/index/health-in-chatgpt,,2026-07-24 05:03:26
rss_https://simonwillison.net/2026/Jul/23/the-first-known-runaway-ai-agent/#atom-everything,Simon Willison,The first known runaway AI agent - or a very bad marketing stunt?,2026-07-23,其他,否,"<p><strong><a href=""https://martinalderson.com/posts/huggingface-openai-exploit/"">The first known runaway AI agent - or a very bad marketing stunt?</a></strong></p>
Martin Alderson's commentary on the",,https://simonwillison.net/2026/Jul/23/the-first-known-runaway-ai-agent/#atom-everything,,2026-07-24 05:03:29
rss_https://simonwillison.net/2026/Jul/24/introducing-claude-opus-5/#atom-everything,Simon Willison,Introducing Claude Opus 5,2026-07-24,其他,否,"<p><strong><a href=""https://www.anthropic.com/news/claude-opus-5"">Introducing Claude Opus 5</a></strong></p>
I've been offline <a href=""https://en.wikipedia.org/wiki/Elkhorn_Slough"">kayaking with sea ",,https://simonwillison.net/2026/Jul/24/introducing-claude-opus-5/#atom-everything,,2026-07-25 04:58:57
rss_https://openai.com/index/scientific-computing-agentic-ai,OpenAI,Scientific computing in the age of agentic AI,2026-07-28,其他,否,"A new field report shows how scientists use AI coding agents to modernize scientific computing, accelerating software development and discovery in genomics and beyond.",,https://openai.com/index/scientific-computing-agentic-ai,,2026-07-29 05:02:31
rss_https://blog.google/innovation-and-ai/technology/developers-tools/expanding-managed-agents-gemini-api-3-6-flash-hooks/,Google AI,"Gemini API Managed Agents: 3.6 Flash, hooks, and more",2026-07-28,其他,否,"Managed Agents Gemini 3.6 Flash, Hooks and Triggers",,https://blog.google/innovation-and-ai/technology/developers-tools/expanding-managed-agents-gemini-api-3-6-flash-hooks/,,2026-07-29 05:02:31
rss_https://huggingface.co/blog/agent-intrusion-technical-timeline,Hugging Face,Anatomy of a Frontier Lab Agent Intrusion: A Technical Timeline of the July 2026 Incident,2026-07-27,其他,否,,,https://huggingface.co/blog/agent-intrusion-technical-timeline,,2026-07-29 05:02:33
rss_https://simonwillison.net/2026/Jul/28/discovering-cryptographic-weaknesses-with-claude/#atom-everything,Simon Willison,Discovering cryptographic weaknesses with Claude,2026-07-28,其他,否,"<p><strong><a href=""https://www.anthropic.com/research/discovering-cryptographic-weaknesses"">Discovering cryptographic weaknesses with Claude</a></strong></p>
The best part of this article (here's <a ",,https://simonwillison.net/2026/Jul/28/discovering-cryptographic-weaknesses-with-claude/#atom-everything,,2026-07-29 05:02:35
rss_https://simonwillison.net/2026/Jul/28/anatomy-of-a-frontier-lab-agent-intrusion/#atom-everything,Simon Willison,Anatomy of a Frontier Lab Agent Intrusion: A Technical Timeline of the July 2026 Incident,2026-07-28,其他,否,"<p><strong><a href=""https://huggingface.co/blog/agent-intrusion-technical-timeline"">Anatomy of a Frontier Lab Agent Intrusion: A Technical Timeline of the July 2026 Incident</a></strong></p>
Hugging F",,https://simonwillison.net/2026/Jul/28/anatomy-of-a-frontier-lab-agent-intrusion/#atom-everything,,2026-07-29 05:02:35
rss_https://openai.com/index/chatgpt-for-academic-researchers,OpenAI,Accelerating scientific discovery with ChatGPT for Academic Researchers,2026-07-29,其他,否,"OpenAI is giving 100,000 academic researchers free access to ChatGPT's most advanced AI models to accelerate scientific research, collaboration, and discovery.",,https://openai.com/index/chatgpt-for-academic-researchers,,2026-07-30 04:50:34
rss_https://openai.com/index/gpt-5-6-frontier-intelligence-efficiency,OpenAI,How GPT-5.6 fuses frontier intelligence with frontier efficiency,2026-07-29,其他,否,"GPT-5.6 improves AI efficiency across models, inference, and agentic workflows, helping deliver more useful intelligence per dollar.",,https://openai.com/index/gpt-5-6-frontier-intelligence-efficiency,,2026-07-30 04:50:34
rss_https://deepmind.google/blog/were-launching-lyria-35-in-google-flow-music-with-advances-across-musicality-lyrics-vocals-and-creative-control/,Google DeepMind,"We’re launching Lyria 3.5 in Google Flow Music, with advances across musicality, lyrics, vocals, and creative control",2026-07-29,其他,否,,,https://deepmind.google/blog/were-launching-lyria-35-in-google-flow-music-with-advances-across-musicality-lyrics-vocals-and-creative-control/,,2026-07-30 04:50:34
rss_https://simonwillison.net/2026/Jul/29/mcp-in-claude-and-chatgpt/#atom-everything,Simon Willison,Adding a custom MCP server to Claude and ChatGPT,2026-07-29,其他,否,"<p><strong>TIL:</strong> <a href=""https://til.simonwillison.net/llms/mcp-in-claude-and-chatgpt"">Adding a custom MCP server to Claude and ChatGPT</a></p>
        <p>Connecting a custom MCP server to Cl",,https://simonwillison.net/2026/Jul/29/mcp-in-claude-and-chatgpt/#atom-everything,,2026-07-30 04:50:37
rss_https://openai.com/index/advancing-the-price-performance-frontier-with-gpt-5-6,OpenAI,Advancing the price-performance frontier with GPT-5.6,2026-07-30,其他,否,Explore lower GPT‑5.6 pricing for Luna and Terra—and how OpenAI’s more efficient models help enterprises deploy AI workflows at scale.,,https://openai.com/index/advancing-the-price-performance-frontier-with-gpt-5-6,,2026-07-31 05:27:32
rss_https://openai.com/index/avatarin,OpenAI,How avatarin built a 24/7 retail agent with GPT-Realtime,2026-07-30,其他,否,"avatarin uses OpenAI’s GPT-Realtime to give Yamada Denki shoppers 24/7 multilingual support. In two weeks, 30,000 people used the agent and 92% of survey responses were positive.",,https://openai.com/index/avatarin,,2026-07-31 05:27:32
rss_https://deepmind.google/blog/gemini-robotics-er-2-powering-robotics-with-video-understanding-task-orchestration-and-multi-robot-collaboration/,Google DeepMind,"Gemini Robotics ER 2: powering robotics with video understanding, task orchestration, and multi-robot collaboration",2026-07-30,其他,否,"Gemini Robotics ER 2 helps robots reason, collaborate, and solve real-world tasks. It represents a step change in video understanding, tool orchestration, and multi-robot collaboration for robotic app",,https://deepmind.google/blog/gemini-robotics-er-2-powering-robotics-with-video-understanding-task-orchestration-and-multi-robot-collaboration/,,2026-07-31 05:27:32
rss_https://deepmind.google/blog/gemini-robotics-2-brings-whole-body-intelligence-to-robots/,Google DeepMind,Gemini Robotics 2 brings whole body intelligence to robots,2026-07-28,其他,否,,,https://deepmind.google/blog/gemini-robotics-2-brings-whole-body-intelligence-to-robots/,,2026-07-31 05:27:32
rss_https://www.microsoft.com/en-us/research/?p=1179908,Microsoft Research,"Echoverse: Deep, evolving environments for computer-use agents",2026-07-30,其他,否,"<p>Computer-use AI agents struggle with multi-step workflows like email and customer support. Echoverse trains agents in realistic environments rather than simply providing more training tasks, helpin",,https://www.microsoft.com/en-us/research/blog/echoverse-deep-evolving-environments-for-computer-use-agents/,,2026-07-31 05:27:35
